datetime,albt,cel,comp,dai,dpi,farm,hex,keep,leash,link,lrc,mana,matic,mkr,perp,pickle,ren,rsr,sand,shib,snx,stake,strong,sushi,tend,usdc,wbtc,amp,ampl,crv,renbtc,swap,usdt,xor,yfi
2020-09-14,0.05145954688024317,0.023188038913009357,0.09373201500951626,0.03786119867535036,-0.08309157722342743,0.011007130887473248,-0.015629325498316127,0.028691690628174834,-0.051602425280906854,0.052195597587030594,0.01899930647197124,0.05432902117721882,0.3017240946486866,0.4227226194308083,-0.20939453944507835,-33.49771154299445,0.18717371577890135,0.13509755849145538,-0.1190291353514562,-0.004614277838982441,-0.07925980631730445,0.16984883380460838,0.05334938607120679,0.28792102624809945,-0.1915307937746556,0.06432298512428326,-0.0023544573942212293,0.09224239434499769,0.05788562702901262,0.17500635002466047,0.18560919195637304,0.0907022428648373,0.06032636857849151,0.13410105806437653,0.1887409155333346
2020-09-15,-0.1539251310126939,0.02121142424107523,0.04452763467347378,0.31021762240521167,0.7300202601923416,-0.25136679964023395,-0.4815797873618546,0.05698114731811984,-0.5700417067176872,0.03996817812061144,0.643435727162702,0.051266278900968146,0.05446702594258253,0.1950599914076922,6.218997254620463,-0.16706983887544583,0.12258181366287624,0.14940234808565397,-0.08017762952541396,-0.1039222969529101,0.031757070216070674,0.00792407759934782,0.12520034828480284,0.11937804574214889,0.23422262426576682,0.10622153558007776,0.03287553139700922,-0.08753931376846072,0.11863793142406988,0.15975938160899267,0.23807186745300213,-0.03201682509296416,0.1208947277800462,0.08692284086753209,0.18143776208931128
2020-09-16,-0.024590861432065705,0.005061663588747963,0.010252063533905158,0.2394425164670334,0.5061188728633023,0.0058994039940865215,-0.14478783884646507,-0.0996807010924283,-0.038853896791933636,0.04659825465262626,0.12176204824572834,0.029297322388550262,0.1965065872263084,0.10484951584882156,0.08901481675426025,-0.4105883507214662,0.03105725725223963,-0.05713550859287742,0.14998324119764134,-0.00852651574811693,-0.018011087035724314,-0.09602841299223351,-1.0068722723383676,-0.1448771280859842,-0.4283876564685462,0.08822282287034164,0.0207388910274615,-0.06279415686253952,0.07417860183949081,0.018439087219569758,0.13820061859552235,-0.09563230071423996,0.09527732857307085,-0.01734702481588947,0.35447820916559397
2020-09-17,0.23025991935596646,0.0379345193873057,0.039069919752881606,0.2634730878947474,0.369232912864888,-4.568730562700534,0.0014273085124515397,-0.2386471899514027,0.0,0.26003288528434976,0.09009034367842614,0.06025898343036755,0.3358771543406385,0.06892726287096962,0.6212339957395898,0.10915473831408164,0.1160949121011451,0.10092760896381495,0.19241405303305043,-0.0008097336312291578,0.16454969885072698,-0.037861108345525404,-0.06686711646524983,-0.08356268851949121,0.004820577468458032,0.09769321279549986,0.23542574719918483,0.12614333885788434,0.04255636114724154,-0.202474980591367,0.11423518801436872,0.10302438015370217,0.10708469413925978,0.12032697513585998,0.3540626883385442
2020-09-18,0.033223594007700384,0.010341874488387916,0.2362463499676414,0.04283533235381235,-0.08326650583641441,0.0,-0.15497097358592532,-0.45270305878600475,0.0,0.1823278516420552,0.12345338466187669,0.11424091031972054,0.21384772310762729,0.07657779333799412,-0.6050429544744828,-16.077876329090333,-0.0675082505650133,0.04804102412096435,-0.23665527319967458,-0.18337803170770875,-0.10728943708223734,0.1383732052490189,-0.3111166670113694,-0.04521598578127875,-1.2200872886826442,0.038188621159949566,0.010682524976592892,-0.08212839733331133,0.04232545195462186,0.16431025466417065,0.040804061811394496,0.04038694005345355,0.05532017468789577,0.011583648874569172,0.24458211452122003
2020-09-19,0.04952983861573559,-0.19331675783756866,0.22275353869187742,0.04397069297111723,-0.0041775949890187096,-1.4503932150436663,0.00012863343300546087,0.013490493395349216,-0.044562803105380216,0.2791384606420162,0.05296621399404396,0.3594994923717187,0.2677661935496858,0.11472464214797165,0.15758289524775115,-2.350827737767032,0.21186244026462492,0.14305172520982284,0.18687075379194953,0.002933827788226321,0.13539209491047838,0.14510421066567508,0.13669324557129253,-0.26867204105371356,-0.018374597369461638,0.04692923412129595,0.02434147077647657,-0.0502353778506997,0.06375849131325988,0.22809505060512278,0.15776016344321817,0.16645547782633965,0.07521698570887593,0.10038721572233321,0.2576824691228753
2020-09-20,-0.08674344050114384,0.021436431875843705,0.18974856119955594,0.018114769993493162,-0.01780169687853843,0.08828439375430937,-0.10034440292762518,0.03611612377338079,0.0,0.10031846521329749,-0.017578847306617122,0.0404628807378067,0.2278044859414175,0.2187757978839073,0.32994509855299786,0.0982905373554418,0.1787343341750175,0.0072912499862345485,0.03089621077974679,-1.3289705569288661,0.0557211127006855,-0.26046607994900045,0.052638179001964686,0.22286846766360222,0.08332033896479799,0.03251173541298415,0.025602624511057985,0.029492128107154576,0.006174179045975703,-0.38148143733755774,0.13679242371461717,0.06450152256155055,0.0454996247296936,0.1860013259295881,0.13072184980754495
2020-09-21,0.03595330959061912,0.11284723685115261,0.09094421477326882,0.003552665635174338,0.06953273416575295,-0.4987229094221367,-0.31712542954050554,0.033451462211850795,-0.07871551699012587,0.18082559903932063,0.040737432070768055,0.0703363622591986,0.33941242819371353,0.16113674164735486,-0.05064101434950094,0.14476457015959857,0.13173581764432166,0.12032644256500429,0.0505724698972949,-0.45818185565812775,0.08821823374728475,0.5505190311420429,-0.27230523378502,0.29912825018132544,-0.34672025420893626,0.010228272823140028,0.006851160366882396,0.0260348605733366,-0.03416296221369624,0.2550251689793288,0.13027709880735702,0.08681537595904686,0.016105815248466108,0.06425132604689404,0.26059970638896907
2020-09-22,0.011730747513345654,0.15823795175636873,0.10266689908182791,-0.014308562105456047,0.07487589773010703,-0.1295553809252671,-0.1293009143263087,0.05758746943662163,-0.07578195799236802,0.22723475164769907,-0.08287657332039224,-0.029227878326779956,0.18407860218560773,0.1966089087324673,0.2111524474444424,0.13405104847896337,0.1693994595235326,0.26897940330242864,-0.013647324814249974,0.014078430974339374,0.143467159154172,0.24157346412514957,0.23326496454108397,0.23019159512404982,-0.4632925085477394,0.004607929982936064,0.013404707339511737,0.04831324545881864,0.04045306398192192,0.13916252424767114,0.10431116039391775,0.10997912347582257,0.04014971171231906,0.23908720435912792,0.4361264835555924
2020-09-23,-0.818715188599303,0.008758261885683155,-0.04361109695432493,0.03145948247087042,0.00537851882291085,0.013444569447560088,-0.015305349664000385,-0.27573174618725604,0.0,0.12841362868596232,0.021784123814963377,0.0774667346262109,0.30132634528588403,0.23267007608007537,-0.891616312323423,-0.6083043104391412,0.07595408450990386,0.11745423735066318,-0.0367404395532905,-0.006956957790373686,-0.2007974492344178,0.16018096253056902,0.23080132422633315,0.263697323743782,-0.4352161848232966,0.0326340336166233,0.010459039155578876,0.03569448685276591,0.0769915747607164,0.22006646137457675,0.0628102311412401,0.10191550494172508,0.05533544055749751,0.14634934101591562,0.3308885987460372
2020-09-24,-0.009753351738555151,0.1061416127009751,0.01417609419887943,-0.02554260473103268,0.05549359769493902,-0.10904217679537885,-0.04614365606435859,-0.8787828620841622,-0.0341260441399884,0.19612045181990811,0.0031218535604957153,0.09129056855157347,0.232635550720865,0.11919856714266354,0.8219595814870195,0.01330208009249665,-0.05181087853949395,-0.04167339577091465,-0.004744351100621313,-0.002083544619034887,0.07033504090305323,0.20650033116099642,0.03651396266245591,0.23155874648211464,0.12623501628817882,-0.021531164795253688,0.0016457469184221092,0.036041611202148105,0.06309870241914453,0.24831340380566916,0.06947810891969197,0.04517182820090971,-0.005888651665507991,0.10124768831972807,0.17986236922915705
2020-09-25,-0.11759605062837883,0.1565822712680607,0.09917306790108199,-0.021291242599144986,0.04425115272856024,-0.30714014214340546,0.0169494950345654,0.07793511566599495,0.0,-0.0810354991386564,0.02957562743397273,0.09601011435091836,0.25206949052166056,0.1863225287364798,0.0017194712030747187,0.14483745692993474,0.15703871969223565,0.05867074205236974,0.13034059213095853,0.0020560716638422126,0.11566857292838457,0.25698759078743716,0.08314438867303224,0.1158127381930681,0.0615152765463889,-0.01972140289853988,0.004655621561035423,0.026565334764465154,0.0458842951448043,0.3173260442557112,0.15147305992467988,0.13534961576833293,-0.004695496038272179,0.18412705783244976,0.30455754066318663
2020-09-26,0.01488561667501602,0.09006264051178857,0.07675437888259319,0.010558427127976515,0.017259229091039805,-0.04575121727279286,-0.006941630720670775,-0.13308030846892982,-7.925681037424155,0.04491788357230322,0.025562437451309743,0.07770457620965611,0.21304402678754447,0.06049443944732064,0.32004595588442564,-0.03203556678946146,-0.10545430781463255,0.10009776055444844,0.1316928158573953,0.0011503374183870802,0.1213775646893349,0.4839170808750133,0.028781121021905994,0.11488404305540482,-0.57692067162617,0.014324282585868422,0.005127670340874951,0.009464690518736978,0.019377728813401475,0.21552779612499226,0.07976491091225694,0.018554238368482526,0.024882930174264,0.05696112558888637,0.11771038339121657
2020-09-27,-0.021176492069345472,0.24846979534130592,0.0871978523980644,0.018897654561543083,0.044337996714557994,-1.195636585380457,0.009373156675227211,-0.002046512878453664,-0.02359867626232878,0.04779580400461022,0.01835822313032854,0.05721834170869358,0.18273364057074143,0.06262788950613273,0.10784877131811187,-0.9007815419232232,0.08706531715813508,0.021021900020040316,-0.0022729164737940173,-0.003827303408253699,0.16165058530164889,0.36969438679514305,-0.014148288718402341,0.2629703485037163,0.1562201634927233,0.018850588990260323,0.004430065083454431,-0.013942171123762035,-0.015308922810676093,0.23807578711947,0.07052383542392124,-0.06075561129123045,0.034003661563439376,0.012753428482829041,-0.05440451915992511
2020-09-28,0.013580656227433742,0.07170397822915113,0.045092974750780064,0.013533208463862492,0.06177114003686437,-0.14416624401181927,0.006498144652636274,0.055171491062179424,0.0001010485785000985,0.05814829227230716,0.009584543062500337,0.038178306209617416,0.12142833263667484,0.06646792173333067,0.07033406343615105,0.03414593940295198,0.06733311075000754,0.06063546990186779,0.01833622067145684,-0.4534895545790516,0.5804605942618968,0.1489248959197588,0.015613475237883052,0.14811308078674962,0.18350596955318205,0.022420905063911534,0.005509172185979586,-0.0984141381171185,0.021042622926727757,0.23778623950077438,0.033454319901542864,0.14122883767883582,0.02547127093436798,0.0776828201186801,0.22388683998660217
